carat,cut,color,clarity,depth,table,x,y,z,price
0.41,Very Good,G,VS1,61.6,59.0,4.74,4.8,2.94,908
0.38,Ideal,D,VS1,62.1,53.9,4.65,4.67,2.9,1092
0.72,Very Good,I,VVS1,62.8,56.0,5.69,5.75,3.59,2562
0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,3502
1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,4234
1.5,Fair,H,VS1,61.7,60.0,7.37,7.27,4.52,11007
2.01,Ideal,G,VS2,63.0,56.0,8.0,7.93,5.02,18172
0.32,Ideal,D,VVS2,61.2,56.0,4.39,4.43,2.7,803
1.86,Very Good,H,VVS2,58.6,62.0,8.07,8.14,4.75,17267
1.03,Very Good,D,VS1,59.6,61.0,6.57,6.62,3.93,6848
0.82,Ideal,I,VS1,61.6,56.0,6.05,6.01,3.72,3071
0.9,Very Good,F,SI1,61.7,60.0,6.19,6.22,3.83,3854
0.54,Premium,D,SI1,62.1,56.0,5.25,5.22,3.25,1786
0.31,Premium,F,VS2,61.4,55.0,4.34,4.32,2.66,802
0.41,Ideal,H,VVS1,61.4,56.0,4.8,4.77,2.94,1115
1.19,Ideal,E,SI2,60.2,57.0,6.84,6.87,4.13,5717
0.31,Premium,H,SI1,62.4,57.0,4.35,4.31,2.7,558
0.53,Ideal,G,VVS2,60.4,59.0,5.26,5.3,3.19,1946
0.38,Ideal,F,VVS1,61.9,55.0,4.67,4.7,2.9,1096
0.4,Ideal,F,VS1,61.1,56.0,4.78,4.75,2.91,1050
1.5,Premium,I,SI2,62.2,61.0,7.24,7.19,4.49,7056
1.01,Ideal,F,SI1,62.3,58.0,6.35,6.42,3.98,5646
0.52,Very Good,G,VS1,62.3,58.0,5.14,5.17,3.21,1629
1.51,Ideal,F,SI1,63.0,57.0,7.29,7.25,4.58,11035
1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8803
0.3,Ideal,F,VS2,60.9,56.0,4.35,4.32,2.64,776
0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,1316
0.65,Ideal,G,VVS1,61.9,56.0,5.56,5.59,3.45,3248
1.07,Ideal,G,VS1,62.0,56.0,6.58,6.52,4.06,7198
0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,567
1.16,Very Good,F,SI1,63.4,55.0,6.73,6.65,4.24,6301
1.16,Premium,E,VS1,58.7,58.0,6.89,6.87,4.04,8346
0.28,Very Good,G,SI1,62.0,55.0,4.2,4.25,2.62,382
0.4,Ideal,J,VS2,62.3,55.0,4.72,4.75,2.95,598
0.92,Ideal,I,SI1,61.8,57.0,6.27,6.25,3.87,3323
0.9,Very Good,G,SI1,62.4,59.0,6.1,6.15,3.82,4320
1.0,Premium,I,VS2,,59.0,6.47,6.39,3.96,4452
0.7,Very Good,E,SI1,61.2,57.0,5.68,5.73,3.49,2753
1.77,Premium,G,SI2,62.7,59.0,7.67,7.66,4.8,9664
0.37,Premium,D,SI1,62.2,58.0,4.62,4.58,2.86,874
0.9,Ideal,E,SI2,62.6,57.0,6.13,6.2,3.86,3808
0.3,Very Good,G,VS2,63.5,54.0,4.28,4.25,2.71,675
0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2351
0.51,Ideal,H,SI2,62.5,55.0,5.1,5.14,3.2,983
0.32,Good,E,SI1,62.5,61.0,4.32,4.35,2.71,564
1.0,Very Good,G,VVS1,62.3,55.0,6.34,6.44,3.98,8246
0.83,Very Good,I,VVS1,61.8,56.0,6.0,6.03,3.72,3774
0.41,Very Good,F,SI1,63.1,56.0,4.73,4.69,2.97,878
1.52,Premium,G,VS1,61.5,58.0,7.39,7.31,4.52,13207
0.31,Good,H,VVS1,63.7,56.0,4.3,4.33,2.75,612
1.07,Ideal,F,VS2,62.4,55.0,6.53,6.57,4.09,7483
0.7,Good,I,VVS2,63.4,59.0,5.57,5.6,3.54,2394
0.26,Ideal,E,VS1,61.8,55.0,4.13,4.09,2.54,580
0.8,Very Good,E,VVS2,62.9,59.0,5.88,5.95,3.72,4304
0.51,Very Good,H,SI1,61.0,55.0,5.18,5.21,3.17,1698
0.95,Premium,H,SI2,58.8,60.0,6.45,6.38,3.77,3652
0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,687
1.2,Premium,G,VS2,59.6,58.0,6.94,6.89,4.12,7258
2.17,Premium,F,I1,60.7,59.0,8.43,8.35,5.09,9078
0.35,Ideal,E,SI2,61.7,56.0,4.55,4.53,2.8,630
0.8,Premium,H,SI2,62.2,58.0,5.99,5.93,3.71,2346
0.74,Ideal,I,VS2,,57.0,5.83,5.81,3.6,2374
0.7,Very Good,H,SI1,60.4,61.0,5.68,5.77,3.46,2296
1.07,Premium,F,SI2,61.8,58.0,6.57,6.51,4.04,4446
1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,4399
1.55,Good,H,VS2,61.0,61.0,7.42,7.47,4.54,11364
1.01,Premium,H,VS2,62.1,57.0,6.45,6.39,3.99,5120
0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.13,3.18,1827
0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,984
0.9,Very Good,H,VS2,62.0,57.0,6.1,6.16,3.8,4155
0.51,Very Good,D,VS2,63.1,58.0,5.13,5.08,3.22,1793
0.37,Very Good,E,VS1,63.5,59.0,4.55,4.59,2.9,784
0.85,Very Good,F,VS1,62.0,55.0,6.08,6.14,3.78,4293
0.32,Premium,H,VS1,,58.0,4.44,4.38,2.72,720
2.04,Good,D,SI1,61.9,60.0,8.15,8.11,5.03,18468
1.52,Fair,D,SI2,56.3,61.0,7.7,7.62,4.31,7702
1.51,Premium,J,VS2,62.3,59.0,7.35,7.31,4.57,7553
1.12,Ideal,G,VS1,62.3,57.0,6.59,6.64,4.12,6918
0.31,Ideal,H,SI1,62.7,56.0,4.38,4.33,2.73,573
0.7,Premium,D,VS2,61.3,58.0,5.72,5.67,3.48,2415
1.25,Ideal,H,SI2,61.6,54.0,6.94,6.88,4.25,4900
0.25,Very Good,F,VVS2,62.2,57.0,4.01,4.04,2.5,633
1.37,Ideal,J,SI2,62.2,55.0,7.07,7.11,4.41,6091
0.57,Premium,F,VS1,59.9,59.0,5.35,5.4,3.22,1689
0.7,Ideal,E,SI1,61.4,57.0,5.76,5.7,3.52,2777
0.31,Very Good,H,VVS1,58.5,59.0,4.45,4.5,2.62,755
0.41,Very Good,G,VVS1,61.0,61.0,4.72,4.75,2.89,1151
0.41,Good,F,SI1,63.7,58.0,4.74,4.71,3.01,904
0.57,Ideal,E,VVS2,61.5,56.0,5.31,5.35,3.28,2447
0.34,Ideal,E,VS2,62.4,55.0,4.48,4.53,2.81,745
0.34,Ideal,E,VS2,61.8,57.0,4.48,4.52,2.78,696
0.31,Ideal,G,VS2,61.6,54.0,4.41,4.39,2.71,698
0.52,Premium,E,VS1,61.6,58.0,5.14,5.18,3.18,1668
1.25,Premium,I,VS2,61.0,59.0,6.98,6.89,4.23,6084
0.47,Ideal,D,VS2,61.9,56.0,4.99,5.03,3.1,1319
1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,14474
0.33,Ideal,G,VS1,61.4,54.0,4.48,4.44,2.74,854
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2352
0.43,Premium,E,SI2,61.0,60.0,4.94,4.87,2.99,903
0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,2694
0.84,Ideal,G,VS2,62.0,55.0,6.07,6.09,3.77,3936
1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17,8038
0.9,Ideal,H,VS1,62.0,54.0,6.2,6.23,3.86,5013
0.42,Ideal,J,VS2,61.3,57.0,4.79,4.86,2.96,680
0.29,Ideal,G,VVS2,61.3,56.0,4.23,4.25,2.6,600
1.01,Ideal,G,VS2,62.7,54.0,6.43,6.47,4.04,6937
0.53,Ideal,G,IF,61.4,56.0,5.2,5.24,3.21,2247
0.31,Premium,H,VVS2,61.4,58.0,4.32,4.35,2.66,625
0.49,Ideal,E,VVS2,61.9,56.0,5.05,5.1,3.14,2199
1.5,Premium,F,SI1,62.1,60.0,7.32,7.27,4.53,8770
0.35,Ideal,D,VS2,62.0,55.0,4.47,4.53,2.79,829
0.41,Good,F,SI1,63.4,57.0,4.73,4.74,3.0,705
0.73,Premium,G,VS2,60.3,57.0,5.88,5.82,3.53,2581
0.48,Ideal,G,VS1,61.9,55.0,5.02,5.06,3.12,1615
1.05,Ideal,G,SI2,62.3,56.0,6.52,6.58,4.08,4561
1.5,Premium,G,VS1,62.7,58.0,7.3,7.25,4.56,14234
0.72,Very Good,G,VS1,63.8,58.0,5.64,5.68,3.61,2819
1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34,4570
0.55,Premium,G,VS2,62.3,56.0,5.29,5.24,3.28,1668
0.87,Very Good,H,SI2,61.0,56.0,6.15,6.19,3.77,2993
0.81,Very Good,G,SI1,62.3,59.0,5.93,5.98,3.71,3095
0.25,Very Good,F,IF,63.3,59.0,3.99,4.04,2.54,526
1.33,Very Good,J,VS1,61.7,55.0,7.07,7.12,4.38,6442
0.31,Premium,I,SI1,,59.0,4.32,4.29,2.68,523
1.02,Ideal,E,SI1,61.9,55.0,6.46,6.49,4.01,5702
1.51,Good,I,VS2,62.9,57.0,7.23,7.27,4.56,8720
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3246
1.1,Ideal,F,VS2,60.7,57.0,6.66,6.7,4.05,8977
0.38,Very Good,I,VS2,61.7,56.0,4.65,4.68,2.88,680
1.01,Good,G,VS2,63.7,56.0,6.4,6.32,4.05,5701
0.33,Premium,E,VS2,61.7,60.0,4.45,4.4,2.73,928
0.75,Ideal,E,VS2,61.9,57.0,5.81,5.83,3.6,3435
1.01,Very Good,G,SI1,62.8,56.0,6.35,6.43,4.01,5049
0.72,Ideal,I,VS2,61.2,57.0,5.75,5.79,3.53,2650
0.32,Very Good,F,SI2,62.6,56.0,4.37,4.41,2.75,421
1.03,Very Good,H,SI1,58.6,61.0,6.6,6.64,3.88,4326
0.53,Ideal,F,IF,61.3,57.0,5.19,5.21,3.19,2658
0.4,Ideal,G,SI2,61.8,56.0,4.75,4.77,2.94,654
0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,880
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3795
0.59,Ideal,E,VS2,61.4,56.0,5.33,5.42,3.3,1755
0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2896
0.3,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,886
0.71,Very Good,F,VS2,61.3,61.0,5.68,5.73,3.5,2860
1.24,Very Good,F,VS1,59.0,60.0,7.0,7.07,4.15,9885
1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99,5580
2.01,Fair,H,SI2,61.2,66.0,8.21,8.09,4.98,13587
0.34,Ideal,D,VS2,62.9,55.0,4.47,4.43,2.8,1033
0.51,Good,E,SI1,63.9,54.0,5.05,5.09,3.24,1343
0.5,Ideal,D,VVS2,60.7,57.0,5.2,5.15,3.14,2376
0.36,Premium,H,VS2,60.0,62.0,4.62,4.58,2.76,729
1.51,Premium,F,VS2,61.1,59.0,7.37,7.32,4.49,14294
4.01,Premium,I,I1,61.0,61.0,10.14,10.1,6.17,15223
0.32,Premium,D,SI1,61.3,60.0,4.43,4.41,2.71,756
0.36,Ideal,E,VVS2,62.1,56.0,4.53,4.58,2.83,873
1.03,Premium,E,SI2,61.0,60.0,6.46,6.53,3.96,4441
1.11,Good,F,SI1,63.1,56.0,6.59,6.63,4.17,5769
0.34,Very Good,G,VS2,62.9,55.0,4.45,4.52,2.82,596
0.37,Ideal,H,IF,61.8,55.0,4.65,4.67,2.88,936
1.25,Ideal,F,VVS1,62.2,56.0,6.93,6.89,4.3,12698
0.31,Premium,D,VS1,,58.0,4.45,4.4,2.64,1011
0.48,Ideal,F,SI2,61.0,57.0,5.05,5.08,3.09,918
0.7,Ideal,G,VS1,60.6,57.0,5.75,5.7,3.47,2535
0.31,Good,D,SI2,63.7,58.0,4.27,4.3,2.73,462
0.74,Ideal,G,SI2,61.7,56.0,5.8,5.87,3.6,2690
0.52,Very Good,J,VVS1,61.7,55.5,5.17,5.19,3.19,1363
0.49,Good,D,VS1,57.5,60.0,5.18,5.25,3.0,1738
0.32,Ideal,F,VS2,62.4,54.0,4.4,4.38,2.74,828
0.35,Ideal,I,VS2,61.4,55.0,4.54,4.58,2.8,509
0.3,Very Good,E,VS2,62.9,58.0,4.27,4.31,2.7,544
0.54,Ideal,G,VS1,62.3,55.0,5.2,5.24,3.25,1754
0.52,Premium,G,SI1,62.8,61.0,5.14,5.11,3.22,1338
0.91,Very Good,D,SI2,63.9,56.0,6.06,6.09,3.88,3837
0.41,Very Good,H,SI2,61.5,59.0,4.8,4.82,2.96,593
1.6,Very Good,I,VVS1,59.8,56.0,7.6,7.68,4.57,11170
0.73,Very Good,F,SI1,61.7,60.0,5.79,5.82,3.58,2771
0.36,Ideal,E,VS1,62.0,56.0,4.57,4.59,2.84,852
0.47,Ideal,H,SI1,61.1,55.0,5.04,5.07,3.09,787
0.59,Ideal,F,VS2,62.9,55.0,5.39,5.32,3.37,1743
1.2,Ideal,I,VVS2,,55.0,6.75,6.79,4.26,7079
1.5,Very Good,H,SI1,63.5,58.0,7.23,7.17,4.57,7459
1.02,Very Good,G,VVS2,62.7,58.0,6.36,6.4,4.0,9596
0.53,Premium,D,SI1,60.0,58.0,5.24,5.29,3.16,1631
1.09,Premium,G,VS2,60.6,62.0,6.68,6.58,4.02,6153
1.06,Ideal,E,SI2,62.2,55.0,6.51,6.54,4.06,5223
0.36,Ideal,F,VVS2,61.5,55.0,4.59,4.62,2.83,828
1.2,Ideal,I,SI2,62.5,56.0,6.8,6.7,4.22,3931
0.8,Very Good,H,SI1,63.3,58.0,5.93,5.89,3.74,2485
1.08,Premium,H,VS1,58.6,60.0,6.84,6.78,3.99,5818
0.71,Ideal,D,SI1,60.8,56.0,5.8,5.77,3.52,2863
1.01,Premium,D,VVS2,62.2,59.0,6.36,6.3,3.94,8065
0.76,Good,E,SI2,58.8,59.0,5.95,5.99,3.51,2680
1.02,Ideal,F,VS2,62.0,56.0,6.42,6.45,3.99,7326
0.33,Premium,G,VVS2,61.0,58.0,4.48,4.44,2.72,965
1.01,Very Good,G,SI1,63.7,60.0,6.31,6.35,4.03,5192
0.3,Ideal,H,SI1,62.6,53.1,4.27,4.3,2.69,475
0.76,Ideal,F,SI1,61.4,56.0,5.88,5.92,3.62,2894
0.78,Ideal,F,SI1,61.3,56.0,5.92,6.0,3.64,3362
0.4,Premium,E,VS2,62.2,59.0,4.74,4.71,2.94,975
0.24,Very Good,F,VS2,61.9,59.0,3.98,4.0,2.47,419
1.01,Ideal,H,SI2,61.7,56.0,6.47,6.43,3.98,4129
0.6,Ideal,D,VVS2,61.9,55.0,5.41,5.45,3.36,3382
0.55,Ideal,H,VS2,61.8,54.0,5.28,5.3,3.27,1402
0.55,Ideal,G,SI1,61.3,56.0,5.26,5.31,3.24,1605
0.34,Ideal,I,IF,62.1,54.0,4.49,4.53,2.8,695
2.66,Good,H,SI2,63.8,57.0,8.71,8.65,5.54,16239
0.71,Ideal,G,SI1,62.1,54.0,5.72,5.75,3.56,2513
0.92,Ideal,E,SI1,61.4,54.6,6.25,6.29,3.85,4258
2.0,Very Good,I,SI1,58.5,58.0,8.24,8.28,4.83,15249
0.5,Premium,G,SI2,62.6,58.0,5.09,5.03,3.17,1121
0.79,Premium,H,VS2,61.1,59.0,5.96,5.93,3.63,2362
1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,12872
1.02,Very Good,H,SI2,63.1,59.0,6.43,6.37,4.04,4284
0.3,Premium,D,SI2,61.4,59.0,4.31,4.26,2.63,574
0.38,Ideal,G,VS1,62.5,56.0,4.64,4.58,2.88,998
0.46,Ideal,G,VVS2,62.4,54.4,4.93,4.98,3.09,1306
0.31,Premium,H,VVS1,62.1,58.0,4.36,4.33,2.7,907
2.0,Premium,F,SI2,,62.0,8.19,7.84,4.86,11198
1.01,Premium,G,SI1,59.6,61.0,6.52,6.47,3.87,4672
0.7,Good,D,SI1,62.6,60.0,5.57,5.61,3.5,2681
0.81,Ideal,H,SI2,61.4,57.0,6.0,5.96,3.67,2375
0.32,Very Good,J,SI1,63.2,56.0,4.36,4.31,2.74,480
0.91,Very Good,E,SI2,63.8,60.0,6.05,6.09,3.87,3751
1.05,Very Good,H,SI1,63.5,57.0,6.47,6.44,4.1,4692
1.15,Premium,H,SI1,62.0,58.0,6.77,6.66,4.16,5506
1.58,Premium,G,VVS2,62.4,56.0,7.5,7.4,4.65,14855
0.36,Very Good,D,SI1,63.2,56.0,4.56,4.52,2.87,794
0.31,Premium,F,IF,61.9,58.0,4.39,4.36,2.71,977
0.37,Fair,F,SI1,65.3,56.0,4.53,4.47,2.94,527
0.3,Ideal,G,IF,62.0,54.0,4.33,4.35,2.69,863
1.0,Fair,E,SI2,65.1,59.0,6.3,6.23,4.08,3575
1.27,Very Good,I,I1,60.2,62.0,7.0,7.05,4.23,3665
0.92,Fair,F,SI2,65.3,58.0,6.08,6.04,3.96,3282
0.54,Ideal,G,VVS2,61.8,55.0,5.22,5.3,3.24,1829
1.04,Very Good,G,VS2,63.4,55.0,6.48,6.42,4.09,6232
0.44,Premium,G,VVS2,60.9,57.0,4.93,4.89,2.99,1155
0.34,Good,I,SI1,63.7,54.0,4.43,4.48,2.84,447
0.7,Ideal,F,SI1,62.8,56.0,5.63,5.68,3.55,2528
0.91,Ideal,E,SI1,61.9,55.0,6.21,6.23,3.85,5458
0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,826
1.12,Ideal,H,SI1,60.7,56.0,6.74,6.7,4.08,5457
1.6,Premium,I,SI1,60.3,59.0,7.56,7.61,4.57,8808
1.12,Premium,J,VS2,58.6,58.0,6.85,6.81,4.0,4422
0.5,Very Good,H,SI1,60.0,55.0,5.2,5.23,3.13,1148
1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05,5416
0.34,Ideal,E,VS2,61.2,56.0,4.51,4.54,2.77,702
0.3,Premium,H,SI2,60.9,59.0,4.35,4.32,2.64,473
1.6,Premium,G,VVS1,61.5,58.0,7.48,7.58,4.63,17204
1.01,Premium,G,SI1,61.0,59.0,6.45,6.51,3.95,4785
1.2,Very Good,F,VS2,61.8,58.0,6.75,6.78,4.18,9007
1.0,Very Good,I,SI1,63.3,56.0,6.27,6.36,4.0,4538
1.11,Ideal,E,VVS2,62.9,55.0,6.56,6.62,4.14,11074
0.5,Ideal,G,VVS2,61.4,56.0,5.11,5.15,3.15,1787
1.11,Ideal,F,VS2,60.9,57.0,6.69,6.75,4.09,8233
1.68,Ideal,H,VS2,61.3,56.0,7.77,7.67,4.73,13427
1.0,Ideal,G,SI2,62.3,56.0,6.46,6.44,3.96,4861
0.3,Ideal,D,VS2,62.6,56.0,4.31,4.28,2.69,911
1.59,Premium,E,SI1,58.8,59.0,7.69,7.61,4.5,9705
0.9,Very Good,H,VS2,62.7,59.0,6.1,6.15,3.84,4155
1.51,Good,I,VS1,65.9,56.0,7.02,7.09,4.65,8975
0.7,Very Good,H,VVS2,62.6,57.0,5.63,5.65,3.53,2558
1.53,Premium,H,VVS2,60.4,60.0,7.41,7.46,4.49,11982
0.72,Ideal,G,SI2,61.4,56.0,5.76,5.83,3.56,2297
2.08,Very Good,H,SI2,59.0,59.0,8.37,8.41,4.95,15696
0.32,Ideal,J,IF,61.0,57.0,4.42,4.46,2.71,521
1.03,Premium,D,SI2,61.7,58.0,6.47,6.5,4.0,4679
0.55,Ideal,I,VS1,62.2,55.0,5.26,5.29,3.28,1238
1.7,Very Good,F,I1,63.1,56.0,7.62,7.51,4.78,5998
3.0,Premium,G,I1,59.7,60.0,9.42,9.26,5.58,13203
0.5,Ideal,G,VVS1,62.2,54.0,5.1,5.13,3.18,1883
0.7,Ideal,H,VS2,61.4,54.0,5.77,5.66,3.51,2184
0.41,Ideal,D,VVS1,61.7,55.0,4.77,4.8,2.95,1376
1.61,Very Good,E,SI2,,57.0,7.44,7.48,4.62,8288
1.5,Premium,F,SI2,60.8,59.0,7.36,7.3,4.46,9408
0.43,Ideal,I,VVS2,60.9,57.0,4.85,4.9,2.97,929
1.5,Very Good,I,VS1,62.2,59.0,7.27,7.3,4.53,10164
0.71,Premium,G,SI2,59.9,59.0,5.82,5.79,3.48,1808
1.55,Very Good,I,SI1,62.0,62.0,7.33,7.47,4.59,8644
0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59,2415
0.38,Ideal,H,SI1,61.2,56.0,4.68,4.63,2.85,834
1.13,Ideal,G,VS1,61.5,56.0,6.71,6.73,4.13,8051
1.03,Premium,H,VS2,61.6,61.0,6.51,6.44,3.99,5364
0.54,Ideal,H,VS2,62.6,57.0,5.24,5.2,3.27,1389
0.57,Ideal,G,VS1,59.3,57.0,5.42,5.45,3.23,1942
2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5.0,16641
0.23,Very Good,E,VVS1,61.8,59.0,3.89,3.91,2.41,472
0.4,Good,D,VVS2,60.8,62.0,4.74,4.77,2.89,1080
0.62,Ideal,F,VS1,62.0,54.0,5.46,5.5,3.4,2406
0.31,Ideal,J,VS2,61.8,54.1,4.35,4.38,2.7,400
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5166
1.01,Ideal,H,SI1,62.3,55.0,6.46,6.45,4.02,5029
1.53,Ideal,E,SI2,61.0,55.0,7.44,7.5,4.55,10698
0.74,Very Good,I,VS2,60.9,56.0,5.83,5.86,3.56,2459
0.52,Ideal,G,VS2,61.9,55.0,5.15,5.19,3.2,1586
0.33,Ideal,I,IF,61.2,56.0,4.46,4.49,2.74,862
1.49,Ideal,F,I1,62.6,54.0,7.31,7.28,4.57,6175
0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,844
1.16,Ideal,H,SI2,60.9,59.0,6.72,6.78,4.11,5388
0.5,Very Good,H,VS1,64.6,56.0,4.97,5.06,3.24,1426
0.57,Ideal,F,SI2,62.2,53.0,5.34,5.4,3.34,1308
1.97,Very Good,H,VS2,62.9,59.0,7.9,8.01,5.0,17377
0.9,Very Good,D,SI1,62.5,59.0,6.11,6.15,3.83,4579
0.32,Good,D,SI1,63.6,56.0,4.34,4.37,2.77,589
1.04,Ideal,I,VS2,61.8,55.0,6.5,6.54,4.03,5242
1.5,Very Good,E,SI2,63.5,59.0,7.28,7.25,4.61,9450
0.36,Premium,G,VS1,61.7,59.0,4.59,4.55,2.82,932
1.05,Ideal,G,VS2,61.6,59.0,6.51,6.54,4.02,6981
0.6,Very Good,J,VS1,62.6,56.0,5.37,5.41,3.37,1378
0.54,Premium,H,VS2,61.9,55.0,5.25,5.22,3.24,1389
0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63,2824
0.5,Ideal,G,VS1,62.3,55.0,5.11,5.07,3.17,1746
0.4,Premium,G,VS1,60.3,59.0,4.8,4.76,2.88,1125
1.79,Premium,G,SI1,60.5,58.0,7.88,7.83,4.75,14127
1.23,Good,G,SI1,63.1,56.0,6.78,6.81,4.29,6545
0.41,Premium,G,SI1,61.4,60.0,4.75,4.82,2.94,719
1.07,Premium,D,VS1,62.0,60.0,6.55,6.49,4.04,8359
0.5,Ideal,F,VS1,61.6,57.0,5.07,5.09,3.13,1695
0.39,Premium,F,VS1,61.7,58.0,4.71,4.69,2.9,956
0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,1406
1.13,Ideal,I,VS1,61.9,55.0,6.67,6.7,4.14,6980
1.5,Premium,E,VS2,59.5,58.0,7.53,7.46,4.46,14386
1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,7503
0.72,Ideal,E,SI1,62.6,57.0,5.69,5.74,3.58,2731
0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,1826
2.1,Very Good,J,SI2,59.1,58.0,8.4,8.46,4.98,12381
0.77,Very Good,G,VS1,61.1,54.0,5.91,5.94,3.62,3197
1.19,Good,E,VS2,57.4,60.0,6.9,7.0,3.99,6937
1.56,Premium,J,VS1,61.1,59.0,7.52,7.49,4.58,8476
0.33,Very Good,H,IF,61.7,55.0,4.45,4.48,2.75,795
0.82,Ideal,I,VS1,62.3,57.0,5.98,6.02,3.74,2522
0.7,Very Good,E,SI2,60.2,64.0,5.67,5.7,3.42,1964
0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,500
2.08,Very Good,E,SI2,62.4,60.0,8.13,8.15,5.08,18128
1.02,Ideal,G,SI1,62.4,55.0,6.43,6.48,4.03,5016
0.45,Premium,I,VVS1,63.0,56.0,4.9,4.88,3.08,1013
1.13,Very Good,H,SI1,63.3,56.0,6.65,6.62,4.2,4689
0.42,Very Good,G,VS2,62.1,55.0,4.8,4.83,2.99,854
1.01,Very Good,J,VS2,60.6,59.0,6.42,6.45,3.9,4337
1.0,Good,E,SI1,63.1,64.0,6.31,6.25,3.96,4435
0.7,Ideal,H,SI2,61.6,56.0,5.69,5.71,3.51,2202
0.9,Good,G,IF,61.8,61.0,6.12,6.17,3.8,5855
1.04,Premium,H,VS2,59.6,58.0,6.63,6.55,3.93,5344
1.52,Very Good,J,VS2,63.5,58.0,7.28,7.24,4.61,7504
0.32,Very Good,G,VVS2,61.3,57.0,4.39,4.43,2.7,672
0.41,Ideal,I,VVS2,62.3,56.0,4.77,4.73,2.96,1061
0.4,Very Good,J,VS1,63.0,58.0,4.66,4.7,2.95,631
1.0,Good,D,SI1,64.2,60.0,6.22,6.28,4.01,5093
1.1,Very Good,H,SI1,62.5,56.0,6.56,6.63,4.12,4414
0.32,Ideal,E,VVS1,61.7,55.0,4.42,4.39,2.72,1020
0.71,Fair,H,SI1,65.1,55.0,5.69,5.65,3.69,2049
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,8400
0.35,Ideal,H,VVS1,61.7,56.0,4.55,4.53,2.8,1024
0.75,Very Good,D,SI2,63.3,58.0,5.76,5.8,3.66,2551
0.58,Ideal,F,VS2,61.8,57.0,5.39,5.35,3.32,2401
1.0,Premium,F,VVS2,61.2,60.0,6.43,6.38,3.92,8400
0.7,Premium,E,VS1,62.7,60.0,5.64,5.59,3.52,2695
0.4,Very Good,J,VS2,62.9,57.0,4.7,4.75,2.97,596
1.01,Very Good,G,VS1,62.3,60.0,6.35,6.49,4.0,6368
0.9,Good,H,SI1,59.0,62.0,6.23,6.27,3.69,3577
0.38,Ideal,G,VVS2,60.7,57.0,4.7,4.73,2.86,873
0.9,Ideal,I,SI2,62.0,56.0,6.2,6.16,3.83,2948
0.32,Ideal,G,IF,61.2,56.0,4.4,4.43,2.7,918
0.52,Ideal,H,VVS1,60.4,57.0,5.2,5.23,3.15,1778
0.3,Good,H,VVS2,63.6,55.0,4.28,4.24,2.71,776
0.75,Very Good,E,SI1,61.1,59.0,5.85,5.9,3.59,3005
1.52,Premium,G,VS2,62.0,58.0,7.33,7.39,4.56,13483
1.01,Premium,G,SI1,,59.0,6.48,6.44,3.96,5006
2.08,Ideal,J,SI2,62.3,55.0,8.23,8.17,5.11,12179
0.9,Premium,H,VS2,63.0,61.0,6.14,6.05,3.84,3810
0.7,Premium,G,VS1,58.3,58.0,5.9,5.86,3.43,2459
0.3,Ideal,D,VS1,62.0,54.0,4.3,4.34,2.68,661
0.43,Ideal,I,VS2,61.8,55.0,4.85,4.89,3.01,716
0.33,Very Good,H,VVS1,62.5,55.0,4.43,4.47,2.78,692
